"Indicator.Name","Period.Month","Period.Year","YTD.Target","YTD.Actual","Monthly.Target","Monthly.Actual","Period","Month_Name"
"Oyster Bay",6,2014,95.1,91.7,95.1,93.3,"2014-06","June"
"Oyster Bay",5,2014,95.1,91.3,95.1,92.3,"2014-05","May"
"Oyster Bay",4,2014,95.1,91.1,95.1,93,"2014-04","April"
"Oyster Bay",3,2014,95.1,90.5,95.1,93.7,"2014-03","March"
"Oyster Bay",2,2014,95.1,88.7,95.1,89.5,"2014-02","February"
"Oyster Bay",1,2014,95.1,88.1,95.1,88.1,"2014-01","January"
"Oyster Bay",12,2013,95.1,92.8,95.1,93.4,"2013-12","December"
"Oyster Bay",11,2013,95.1,92.8,95.1,91.6,"2013-11","November"
"Oyster Bay",10,2013,95.1,92.9,95.1,94.1,"2013-10","October"
"Oyster Bay",9,2013,95.1,92.8,95.1,92.7,"2013-09","September"
"Oyster Bay",8,2013,95.1,92.8,95.1,92.1,"2013-08","August"
"Oyster Bay",7,2013,95.1,92.9,95.1,95,"2013-07","July"
"Oyster Bay",6,2013,95.1,92.5,95.1,92.8,"2013-06","June"
"Oyster Bay",5,2013,95.1,92.5,95.1,93.5,"2013-05","May"
"Oyster Bay",4,2013,95.1,92.2,95.1,89.8,"2013-04","April"
"Oyster Bay",3,2013,95.1,93,95.1,91.7,"2013-03","March"
"Oyster Bay",2,2013,95.1,93.7,95.1,93.6,"2013-02","February"
"Oyster Bay",1,2013,95.1,93.8,95.1,93.8,"2013-01","January"
"Oyster Bay",12,2012,95.1,94.7,95.1,93.1,"2012-12","December"
"Oyster Bay",11,2012,95.1,94.9,95.1,89,"2012-11","November"
"Oyster Bay",10,2012,95.1,95.4,95.1,96.1,"2012-10","October"
"Oyster Bay",9,2012,95.1,95.3,95.1,94.2,"2012-09","September"
"Oyster Bay",8,2012,95.1,95.4,95.1,96.1,"2012-08","August"
"Oyster Bay",7,2012,95.1,95.3,95.1,91.8,"2012-07","July"
"Oyster Bay",6,2012,95.1,95.9,95.1,95,"2012-06","June"
"Oyster Bay",5,2012,95.1,96.1,95.1,95.4,"2012-05","May"
"Oyster Bay",4,2012,95.1,96.3,95.1,97.1,"2012-04","April"
"Oyster Bay",3,2012,95.1,96,95.1,96.5,"2012-03","March"
"Oyster Bay",2,2012,95.1,95.8,95.1,96.1,"2012-02","February"
"Oyster Bay",1,2012,95.1,95.5,95.1,95.5,"2012-01","January"
"Oyster Bay",12,2011,95.1,94,95.1,95.7,"2011-12","December"
"Oyster Bay",11,2011,95.1,93.8,95.1,95.3,"2011-11","November"
"Oyster Bay",10,2011,95.1,93.7,95.1,93.1,"2011-10","October"
"Oyster Bay",9,2011,95.1,93.7,95.1,92.4,"2011-09","September"
"Oyster Bay",8,2011,95.1,93.9,95.1,93.1,"2011-08","August"
"Oyster Bay",7,2011,95.1,94,95.1,96,"2011-07","July"
"Oyster Bay",6,2011,95.1,93.7,95.1,93.8,"2011-06","June"
"Oyster Bay",5,2011,95.1,93.7,95.1,94.6,"2011-05","May"
"Oyster Bay",4,2011,95.1,93.5,95.1,97.9,"2011-04","April"
"Oyster Bay",3,2011,95.1,92,95.1,96.9,"2011-03","March"
"Oyster Bay",2,2011,95.1,89.2,95.1,92.3,"2011-02","February"
"Oyster Bay",1,2011,95.1,86.5,95.1,86.5,"2011-01","January"
"Oyster Bay",12,2010,95.1,93.3,95.1,92,"2010-12","December"
"Oyster Bay",11,2010,95.1,93.1,95.1,93.8,"2010-11","November"
"Oyster Bay",10,2010,95.1,93,95.1,92.7,"2010-10","October"
"Oyster Bay",9,2010,95.1,93.1,95.1,92,"2010-09","September"
"Oyster Bay",8,2010,95.1,93.2,95.1,85.6,"2010-08","August"
"Oyster Bay",7,2010,95.1,94.3,95.1,94.7,"2010-07","July"
"Oyster Bay",6,2010,95.1,94.3,95.1,93.4,"2010-06","June"
"Oyster Bay",5,2010,95.1,94.5,95.1,96,"2010-05","May"
"Oyster Bay",4,2010,95.1,94.1,95.1,94.1,"2010-04","April"
"Oyster Bay",3,2010,95.1,94.1,95.1,93.3,"2010-03","March"
"Oyster Bay",2,2010,95.1,94.5,95.1,91.4,"2010-02","February"
"Oyster Bay",1,2010,95.1,97.3,95.1,97.3,"2010-01","January"
"Oyster Bay",12,2009,0,94.9,0,90.9,"2009-12","December"
"Oyster Bay",11,2009,0,95.3,0,95.1,"2009-11","November"
"Oyster Bay",10,2009,0,95.3,0,93.6,"2009-10","October"
"Oyster Bay",9,2009,0,95.5,0,95.1,"2009-09","September"
"Oyster Bay",8,2009,0,95.5,0,96.3,"2009-08","August"
"Oyster Bay",7,2009,0,95.4,0,95.4,"2009-07","July"
"Oyster Bay",6,2009,0,95.4,0,95.2,"2009-06","June"
"Oyster Bay",5,2009,0,95.5,0,96.5,"2009-05","May"
"Oyster Bay",4,2009,0,95.2,0,96.9,"2009-04","April"
"Oyster Bay",3,2009,0,94.6,0,94.6,"2009-03","March"
"Oyster Bay",2,2009,0,94.6,0,93.7,"2009-02","February"
"Oyster Bay",1,2009,0,95.3,0,95.3,"2009-01","January"
"Oyster Bay",12,2008,0,93.7,0,95.8,"2008-12","December"
"Oyster Bay",11,2008,0,93.5,0,88.4,"2008-11","November"
"Oyster Bay",10,2008,0,94,0,91.8,"2008-10","October"
"Oyster Bay",9,2008,0,94.2,0,92.8,"2008-09","September"
"Oyster Bay",8,2008,0,94.4,0,94.4,"2008-08","August"
"Oyster Bay",7,2008,0,94.4,0,94.7,"2008-07","July"
"Oyster Bay",6,2008,0,94.3,0,94.4,"2008-06","June"
"Oyster Bay",5,2008,0,94.3,0,95.8,"2008-05","May"
"Oyster Bay",4,2008,0,93.9,0,94,"2008-04","April"
"Oyster Bay",3,2008,0,93.9,0,92.6,"2008-03","March"
"Oyster Bay",2,2008,0,94.6,0,93.4,"2008-02","February"
"Oyster Bay",1,2008,0,95.7,0,95.7,"2008-01","January"
"Port Jefferson",11,2018,90.9,87.7,90.9,80,"2018-11","November"
"Port Jefferson",10,2018,90.9,88.5,90.9,88.5,"2018-10","October"
"Port Jefferson",9,2018,90.9,88.5,90.9,91.1,"2018-09","September"
"Port Jefferson",8,2018,90.9,88.2,90.9,88.8,"2018-08","August"
"Port Jefferson",7,2018,90.9,88.1,90.9,88.2,"2018-07","July"
"Port Jefferson",6,2018,90.9,88.1,90.9,93.6,"2018-06","June"
"Port Jefferson",5,2018,90.9,87.1,90.9,89.8,"2018-05","May"
"Port Jefferson",4,2018,90.9,86.4,90.9,90.6,"2018-04","April"
"Port Jefferson",3,2018,90.9,85,90.9,83.5,"2018-03","March"
"Port Jefferson",2,2018,90.9,85.8,90.9,89,"2018-02","February"
"Port Jefferson",1,2018,90.9,83,90.9,83,"2018-01","January"
"Port Jefferson",12,2017,90.9,90.4,90.9,85.5,"2017-12","December"
"Port Jefferson",11,2017,90.9,90.9,90.9,87.8,"2017-11","November"
"Port Jefferson",10,2017,90.9,91.2,90.9,92.6,"2017-10","October"
"Port Jefferson",9,2017,90.9,91,90.9,94.7,"2017-09","September"
"Port Jefferson",8,2017,90.9,90.6,90.9,94.3,"2017-08","August"
"Port Jefferson",7,2017,90.9,90.1,90.9,92.8,"2017-07","July"
"Port Jefferson",6,2017,90.9,89.6,90.9,91.2,"2017-06","June"
"Port Jefferson",5,2017,90.9,89.3,90.9,88.7,"2017-05","May"
"Port Jefferson",4,2017,90.9,89.4,90.9,91.3,"2017-04","April"
"Port Jefferson",3,2017,90.9,88.8,90.9,87,"2017-03","March"
"Port Jefferson",2,2017,90.9,89.7,90.9,86.1,"2017-02","February"
"Port Jefferson",1,2017,90.9,92.9,90.9,92.9,"2017-01","January"
"Port Jefferson",12,2016,90.9,89.9,90.9,87.5,"2016-12","December"
"Port Jefferson",11,2016,90.9,90.1,90.9,89.3,"2016-11","November"
"Port Jefferson",10,2016,90.9,90.2,90.9,89.4,"2016-10","October"
"Port Jefferson",9,2016,90.9,90.3,90.9,92.9,"2016-09","September"
"Port Jefferson",8,2016,90.9,89.9,90.9,90.9,"2016-08","August"
"Port Jefferson",7,2016,90.9,89.8,90.9,88.4,"2016-07","July"
"Port Jefferson",6,2016,90.9,90,90.9,90.8,"2016-06","June"
"Port Jefferson",5,2016,90.9,89.9,90.9,94.4,"2016-05","May"
"Port Jefferson",4,2016,90.9,88.7,90.9,91.7,"2016-04","April"
"Port Jefferson",3,2016,90.9,87.7,90.9,88.1,"2016-03","March"
"Port Jefferson",2,2016,90.9,87.5,90.9,88.3,"2016-02","February"
"Port Jefferson",1,2016,90.9,86.8,90.9,86.8,"2016-01","January"
"Port Jefferson",12,2015,90.9,87,90.9,88.4,"2015-12","December"
"Port Jefferson",11,2015,90.9,86.9,90.9,87.3,"2015-11","November"
"Port Jefferson",10,2015,90.9,85.69,90.9,84.01,"2015-10","October"
"Port Jefferson",9,2015,90.9,87,90.9,82.4,"2015-09","September"
"Port Jefferson",8,2015,90.9,87.6,90.9,88.9,"2015-08","August"
"Port Jefferson",7,2015,90.9,87.4,90.9,89.8,"2015-07","July"
"Port Jefferson",6,2015,90.9,87,90.9,88.4,"2015-06","June"
"Port Jefferson",5,2015,90.9,86.7,90.9,92.5,"2015-05","May"
"Port Jefferson",4,2015,90.9,85.4,90.9,92.2,"2015-04","April"
"Port Jefferson",3,2015,90.9,83.01,90.9,85.03,"2015-03","March"
"Port Jefferson",2,2015,90.9,81.95,90.9,77.44,"2015-02","February"
"Port Jefferson",1,2015,90.9,86.1,90.9,86.1,"2015-01","January"
"Port Jefferson",12,2014,95.1,88,95.1,88,"2014-12","December"
"Port Jefferson",11,2014,95.1,88,95.1,88.4,"2014-11","November"
"Port Jefferson",10,2014,95.1,87.9,95.1,87.6,"2014-10","October"
"Port Jefferson",9,2014,95.1,88,95.1,91.7,"2014-09","September"
"Port Jefferson",8,2014,95.1,87.5,95.1,90.6,"2014-08","August"
"Port Jefferson",7,2014,95.1,87.1,95.1,90.5,"2014-07","July"
"Port Jefferson",6,2014,95.1,86.5,95.1,92.4,"2014-06","June"
"Port Jefferson",5,2014,95.1,85.3,95.1,88.3,"2014-05","May"
"Port Jefferson",4,2014,95.1,84.5,95.1,87.7,"2014-04","April"
"Port Jefferson",3,2014,95.1,83.4,95.1,87.9,"2014-03","March"
"Port Jefferson",2,2014,95.1,81.1,95.1,79.1,"2014-02","February"
"Port Jefferson",1,2014,95.1,82.9,95.1,82.9,"2014-01","January"
"Port Jefferson",12,2013,95.1,91.3,95.1,90.1,"2013-12","December"
"Port Jefferson",11,2013,95.1,91.4,95.1,89.6,"2013-11","November"
"Port Jefferson",10,2013,95.1,91.5,95.1,94.6,"2013-10","October"
"Port Jefferson",9,2013,95.1,91.2,95.1,93.3,"2013-09","September"
"Port Jefferson",8,2013,95.1,90.9,95.1,91.5,"2013-08","August"
"Port Jefferson",7,2013,95.1,90.8,95.1,93.3,"2013-07","July"
"Port Jefferson",6,2013,95.1,90.4,95.1,89.7,"2013-06","June"
"Port Jefferson",5,2013,95.1,90.6,95.1,91.8,"2013-05","May"
"Port Jefferson",4,2013,95.1,90.2,95.1,92.4,"2013-04","April"
"Port Jefferson",3,2013,95.1,89.5,95.1,89.7,"2013-03","March"
"Port Jefferson",2,2013,95.1,89.4,95.1,89.4,"2013-02","February"
"Port Jefferson",1,2013,95.1,89.4,95.1,89.4,"2013-01","January"
"Port Jefferson",12,2012,95.1,90.5,95.1,86.9,"2012-12","December"
"Port Jefferson",11,2012,95.1,90.9,95.1,82.6,"2012-11","November"
"Port Jefferson",10,2012,95.1,91.5,95.1,91.9,"2012-10","October"
"Port Jefferson",9,2012,95.1,91.5,95.1,89.3,"2012-09","September"
"Port Jefferson",8,2012,95.1,91.8,95.1,89.3,"2012-08","August"
"Port Jefferson",7,2012,95.1,92.2,95.1,89.9,"2012-07","July"
"Port Jefferson",6,2012,95.1,92.5,95.1,88.1,"2012-06","June"
"Port Jefferson",5,2012,95.1,93.4,95.1,93.1,"2012-05","May"
"Port Jefferson",4,2012,95.1,93.5,95.1,94.2,"2012-04","April"
"Port Jefferson",3,2012,95.1,93.3,95.1,93.9,"2012-03","March"
"Port Jefferson",2,2012,95.1,92.9,95.1,92.7,"2012-02","February"
"Port Jefferson",1,2012,95.1,93.1,95.1,93.1,"2012-01","January"
"Port Jefferson",12,2011,95.1,90.4,95.1,90.4,"2011-12","December"
"Port Jefferson",11,2011,95.1,90.4,95.1,89.3,"2011-11","November"
"Port Jefferson",10,2011,95.1,90.5,95.1,91.6,"2011-10","October"
"Port Jefferson",9,2011,95.1,90.4,95.1,88.2,"2011-09","September"
"Port Jefferson",8,2011,95.1,90.6,95.1,90.7,"2011-08","August"
"Port Jefferson",7,2011,95.1,90.6,95.1,93,"2011-07","July"
"Port Jefferson",6,2011,95.1,90.2,95.1,92.1,"2011-06","June"
"Port Jefferson",5,2011,95.1,89.8,95.1,91.5,"2011-05","May"
"Port Jefferson",4,2011,95.1,89.4,95.1,92,"2011-04","April"
"Port Jefferson",3,2011,95.1,88.5,95.1,93.7,"2011-03","March"
"Port Jefferson",2,2011,95.1,85.7,95.1,90,"2011-02","February"
"Port Jefferson",1,2011,95.1,81.7,95.1,81.7,"2011-01","January"
"Port Jefferson",12,2010,95.1,90.1,95.1,90.3,"2010-12","December"
"Port Jefferson",11,2010,95.1,90,95.1,90.4,"2010-11","November"
"Port Jefferson",10,2010,95.1,89.9,95.1,92.3,"2010-10","October"
"Port Jefferson",9,2010,95.1,89.7,95.1,90.6,"2010-09","September"
"Port Jefferson",8,2010,95.1,89.6,95.1,83.7,"2010-08","August"
"Port Jefferson",7,2010,95.1,90.4,95.1,87.6,"2010-07","July"
"Port Jefferson",6,2010,95.1,90.9,95.1,90.8,"2010-06","June"
"Port Jefferson",5,2010,95.1,90.9,95.1,91.1,"2010-05","May"
"Port Jefferson",4,2010,95.1,90.9,95.1,90.2,"2010-04","April"
"Port Jefferson",3,2010,95.1,91.1,95.1,90.5,"2010-03","March"
"Port Jefferson",2,2010,95.1,91.5,95.1,88.6,"2010-02","February"
"Port Jefferson",1,2010,95.1,94.2,95.1,94.2,"2010-01","January"
"Port Jefferson",12,2009,0,93.4,0,89,"2009-12","December"
"Port Jefferson",11,2009,0,93.8,0,92.6,"2009-11","November"
"Port Jefferson",10,2009,0,93.9,0,93.6,"2009-10","October"
"Port Jefferson",9,2009,0,94,0,94.9,"2009-09","September"
"Port Jefferson",8,2009,0,93.9,0,96.3,"2009-08","August"
"Port Jefferson",7,2009,0,93.5,0,92.6,"2009-07","July"
"Port Jefferson",6,2009,0,93.7,0,94,"2009-06","June"
"Port Jefferson",5,2009,0,93.6,0,95.5,"2009-05","May"
"Port Jefferson",4,2009,0,93.1,0,95.1,"2009-04","April"
"Port Jefferson",3,2009,0,92.5,0,90.4,"2009-03","March"
"Port Jefferson",2,2009,0,93.5,0,93.1,"2009-02","February"
"Port Jefferson",1,2009,0,94,0,94,"2009-01","January"
"Port Jefferson",12,2008,0,91.1,0,88.7,"2008-12","December"
"Port Jefferson",11,2008,0,91.4,0,86.7,"2008-11","November"
"Port Jefferson",10,2008,0,91.8,0,92.6,"2008-10","October"
"Port Jefferson",9,2008,0,91.8,0,93.9,"2008-09","September"
"Port Jefferson",8,2008,0,91.5,0,91.7,"2008-08","August"
"Port Jefferson",7,2008,0,91.5,0,88.8,"2008-07","July"
"Port Jefferson",6,2008,0,91.9,0,88.9,"2008-06","June"
"Port Jefferson",5,2008,0,92.5,0,92.6,"2008-05","May"
"Port Jefferson",4,2008,0,92.5,0,94.1,"2008-04","April"
"Port Jefferson",3,2008,0,92,0,90.8,"2008-03","March"
"Port Jefferson",2,2008,0,92.6,0,91.4,"2008-02","February"
"Port Jefferson",1,2008,0,93.8,0,93.8,"2008-01","January"
"Port Washington",11,2018,95.3,90.4,95.3,88.9,"2018-11","November"
"Port Washington",10,2018,95.3,90.6,95.3,93.3,"2018-10","October"
"Port Washington",9,2018,95.3,90.3,95.3,90.9,"2018-09","September"
"Port Washington",8,2018,95.3,90.2,95.3,83.8,"2018-08","August"
"Port Washington",7,2018,95.3,91.1,95.3,88.5,"2018-07","July"
"Port Washington",6,2018,95.3,91.5,95.3,92.1,"2018-06","June"
"Port Washington",5,2018,95.3,91.4,95.3,93.5,"2018-05","May"
"Port Washington",4,2018,95.3,90.9,95.3,93.1,"2018-04","April"
"Port Washington",3,2018,95.3,90.2,95.3,88,"2018-03","March"
"Port Washington",2,2018,95.3,91.4,95.3,95.4,"2018-02","February"
"Port Washington",1,2018,95.3,87.7,95.3,87.7,"2018-01","January"
"Port Washington",12,2017,95.3,91.1,95.3,91.8,"2017-12","December"
"Port Washington",11,2017,95.3,91,95.3,93.2,"2017-11","November"
"Port Washington",10,2017,95.3,90.8,95.3,95.1,"2017-10","October"
"Port Washington",9,2017,95.3,90.3,95.3,92.6,"2017-09","September"
"Port Washington",8,2017,95.3,90,95.3,90.3,"2017-08","August"
"Port Washington",7,2017,95.3,90,95.3,93.8,"2017-07","July"
"Port Washington",6,2017,95.3,89.3,95.3,86.7,"2017-06","June"
"Port Washington",5,2017,95.3,89.8,95.3,84.6,"2017-05","May"
"Port Washington",4,2017,95.3,91.2,95.3,89.7,"2017-04","April"
"Port Washington",3,2017,95.3,91.7,95.3,91.5,"2017-03","March"
"Port Washington",2,2017,95.3,91.8,95.3,92.3,"2017-02","February"
"Port Washington",1,2017,95.3,91.4,95.3,91.4,"2017-01","January"
"Port Washington",12,2016,95.3,93.1,95.3,91.6,"2016-12","December"
"Port Washington",11,2016,95.3,93.2,95.3,93.3,"2016-11","November"
"Port Washington",10,2016,95.3,93.2,95.3,95.3,"2016-10","October"
"Port Washington",9,2016,95.3,93,95.3,92.8,"2016-09","September"
"Port Washington",8,2016,95.3,93,95.3,89.6,"2016-08","August"
"Port Washington",7,2016,95.3,93.5,95.3,90.8,"2016-07","July"
"Port Washington",6,2016,95.3,94,95.3,91.1,"2016-06","June"
"Port Washington",5,2016,95.3,94.6,95.3,93.1,"2016-05","May"
"Port Washington",4,2016,95.3,94.9,95.3,95.3,"2016-04","April"
"Port Washington",3,2016,95.3,94.8,95.3,97.7,"2016-03","March"
"Port Washington",2,2016,95.3,93.2,95.3,93.1,"2016-02","February"
"Port Washington",1,2016,95.3,93.4,95.3,93.4,"2016-01","January"
"Port Washington",12,2015,95.3,91.8,95.3,96.5,"2015-12","December"
"Port Washington",11,2015,95.3,91.4,95.3,93.3,"2015-11","November"
"Port Washington",10,2015,95.3,90.69,95.3,90.64,"2015-10","October"
"Port Washington",9,2015,95.3,91.1,95.3,90.9,"2015-09","September"
"Port Washington",8,2015,95.3,91.1,95.3,90.8,"2015-08","August"
"Port Washington",7,2015,95.3,91.1,95.3,90.7,"2015-07","July"
"Port Washington",6,2015,95.3,91.2,95.3,92.9,"2015-06","June"
"Port Washington",5,2015,95.3,90.9,95.3,89.4,"2015-05","May"
"Port Washington",4,2015,95.3,91.2,95.3,93.6,"2015-04","April"
"Port Washington",3,2015,95.3,90.42,95.3,92.31,"2015-03","March"
"Port Washington",2,2015,95.3,89.4,95.3,87.05,"2015-02","February"
"Port Washington",1,2015,95.3,91.6,95.3,91.6,"2015-01","January"
"Port Washington",12,2014,95.1,93,95.1,88.8,"2014-12","December"
"Port Washington",11,2014,95.1,93.4,95.1,93.5,"2014-11","November"
"Port Washington",10,2014,95.1,93.3,95.1,93,"2014-10","October"
"Port Washington",9,2014,95.1,93.4,95.1,91.2,"2014-09","September"
"Port Washington",8,2014,95.1,93.7,95.1,93.9,"2014-08","August"
"Port Washington",7,2014,95.1,93.6,95.1,94.4,"2014-07","July"
"Port Washington",6,2014,95.1,93.5,95.1,94.7,"2014-06","June"
"Port Washington",5,2014,95.1,93.3,95.1,91.7,"2014-05","May"
"Port Washington",4,2014,95.1,93.7,95.1,94.3,"2014-04","April"
"Port Washington",3,2014,95.1,93.4,95.1,95.5,"2014-03","March"
"Port Washington",2,2014,95.1,92.4,95.1,94.5,"2014-02","February"
"Port Washington",1,2014,95.1,90.4,95.1,90.4,"2014-01","January"
"Port Washington",12,2013,95.1,94.3,95.1,94.4,"2013-12","December"
"Port Washington",11,2013,95.1,94.2,95.1,94.1,"2013-11","November"
"Port Washington",10,2013,95.1,94.3,95.1,95.8,"2013-10","October"
"Port Washington",9,2013,95.1,94.1,95.1,94.2,"2013-09","September"
"Port Washington",8,2013,95.1,94.1,95.1,90.8,"2013-08","August"
"Port Washington",7,2013,95.1,94.6,95.1,93.1,"2013-07","July"
"Port Washington",6,2013,95.1,94.8,95.1,94.2,"2013-06","June"
"Port Washington",5,2013,95.1,94.9,95.1,93.1,"2013-05","May"
"Port Washington",4,2013,95.1,95.4,95.1,96,"2013-04","April"
"Port Washington",3,2013,95.1,95.2,95.1,95.6,"2013-03","March"
"Port Washington",2,2013,95.1,95,95.1,96.4,"2013-02","February"
"Port Washington",1,2013,95.1,93.8,95.1,93.8,"2013-01","January"
"Port Washington",12,2012,95.1,95.4,95.1,93.6,"2012-12","December"
"Port Washington",11,2012,95.1,95.5,95.1,90.4,"2012-11","November"
"Port Washington",10,2012,95.1,96,95.1,96.1,"2012-10","October"
"Port Washington",9,2012,95.1,95.9,95.1,95.9,"2012-09","September"
"Port Washington",8,2012,95.1,96,95.1,94.8,"2012-08","August"
"Port Washington",7,2012,95.1,96.1,95.1,96,"2012-07","July"
"Port Washington",6,2012,95.1,96.1,95.1,93.3,"2012-06","June"
"Port Washington",5,2012,95.1,96.8,95.1,95.7,"2012-05","May"
"Port Washington",4,2012,95.1,97.1,95.1,97.4,"2012-04","April"
"Port Washington",3,2012,95.1,97,95.1,97.6,"2012-03","March"
"Port Washington",2,2012,95.1,96.6,95.1,96.8,"2012-02","February"
"Port Washington",1,2012,95.1,96.5,95.1,96.5,"2012-01","January"
"Port Washington",12,2011,95.1,95,95.1,98.2,"2011-12","December"
"Port Washington",11,2011,95.1,94.7,95.1,95.7,"2011-11","November"
"Port Washington",10,2011,95.1,94.6,95.1,96.4,"2011-10","October"
"Port Washington",9,2011,95.1,94.4,95.1,92.7,"2011-09","September"
"Port Washington",8,2011,95.1,94.6,95.1,90.4,"2011-08","August"
"Port Washington",7,2011,95.1,95.2,95.1,94.2,"2011-07","July"
"Port Washington",6,2011,95.1,95.4,95.1,94,"2011-06","June"
"Port Washington",5,2011,95.1,95.7,95.1,95.6,"2011-05","May"
"Port Washington",4,2011,95.1,95.7,95.1,96.4,"2011-04","April"
"Port Washington",3,2011,95.1,95.5,95.1,97.3,"2011-03","March"
"Port Washington",2,2011,95.1,94.4,95.1,96.2,"2011-02","February"
"Port Washington",1,2011,95.1,92.9,95.1,92.9,"2011-01","January"
"Port Washington",12,2010,95.1,92.9,95.1,94.3,"2010-12","December"
"Port Washington",11,2010,95.1,92.8,95.1,94.2,"2010-11","November"
"Port Washington",10,2010,95.1,92.7,95.1,94.8,"2010-10","October"
"Port Washington",9,2010,95.1,92.5,95.1,90.6,"2010-09","September"
