"Indicator.Name","Period.Month","Period.Year","YTD.Target","YTD.Actual","Monthly.Target","Monthly.Actual","Period","Month_Name"
"Port Washington",8,2010,95.1,92.7,95.1,94.3,"2010-08","August"
"Port Washington",7,2010,95.1,92.5,95.1,90.3,"2010-07","July"
"Port Washington",6,2010,95.1,92.8,95.1,87.3,"2010-06","June"
"Port Washington",5,2010,95.1,94,95.1,91.7,"2010-05","May"
"Port Washington",4,2010,95.1,94.6,95.1,91.9,"2010-04","April"
"Port Washington",3,2010,95.1,95.4,95.1,95.2,"2010-03","March"
"Port Washington",2,2010,95.1,95.6,95.1,93.8,"2010-02","February"
"Port Washington",1,2010,95.1,97.2,95.1,97.2,"2010-01","January"
"Port Washington",12,2009,0,96.1,0,93.6,"2009-12","December"
"Port Washington",11,2009,0,96.4,0,97.1,"2009-11","November"
"Port Washington",10,2009,0,96.3,0,96.3,"2009-10","October"
"Port Washington",9,2009,0,96.3,0,94.9,"2009-09","September"
"Port Washington",8,2009,0,96.5,0,95.7,"2009-08","August"
"Port Washington",7,2009,0,96.6,0,94.9,"2009-07","July"
"Port Washington",6,2009,0,96.9,0,95.2,"2009-06","June"
"Port Washington",5,2009,0,97.2,0,98.2,"2009-05","May"
"Port Washington",4,2009,0,97,0,96.9,"2009-04","April"
"Port Washington",3,2009,0,97,0,95.8,"2009-03","March"
"Port Washington",2,2009,0,97.7,0,96.7,"2009-02","February"
"Port Washington",1,2009,0,98.5,0,98.5,"2009-01","January"
"Port Washington",12,2008,0,95.8,0,97.4,"2008-12","December"
"Port Washington",11,2008,0,95.7,0,97.2,"2008-11","November"
"Port Washington",10,2008,0,95.5,0,96.6,"2008-10","October"
"Port Washington",9,2008,0,95.4,0,94.4,"2008-09","September"
"Port Washington",8,2008,0,95.5,0,94.9,"2008-08","August"
"Port Washington",7,2008,0,95.6,0,93.3,"2008-07","July"
"Port Washington",6,2008,0,96,0,95.9,"2008-06","June"
"Port Washington",5,2008,0,96,0,95.7,"2008-05","May"
"Port Washington",4,2008,0,96.1,0,95.5,"2008-04","April"
"Port Washington",3,2008,0,96.3,0,95.1,"2008-03","March"
"Port Washington",2,2008,0,96.8,0,96.4,"2008-02","February"
"Port Washington",1,2008,0,97.1,0,97.1,"2008-01","January"
"Greenport/Ronkonkoma",11,2018,91.6,86.2,91.6,86.7,"2018-11","November"
"Greenport/Ronkonkoma",10,2018,91.6,86.1,91.6,90.4,"2018-10","October"
"Greenport/Ronkonkoma",9,2018,91.6,85.6,91.6,88.3,"2018-09","September"
"Greenport/Ronkonkoma",8,2018,91.6,85.3,91.6,77.8,"2018-08","August"
"Greenport/Ronkonkoma",7,2018,91.6,86.5,91.6,82.9,"2018-07","July"
"Greenport/Ronkonkoma",6,2018,91.6,87.1,91.6,88.3,"2018-06","June"
"Greenport/Ronkonkoma",5,2018,91.6,86.9,91.6,88.7,"2018-05","May"
"Greenport/Ronkonkoma",4,2018,91.6,86.4,91.6,92.1,"2018-04","April"
"Greenport/Ronkonkoma",3,2018,91.6,84.3,91.6,83.8,"2018-03","March"
"Greenport/Ronkonkoma",2,2018,91.6,84.5,91.6,90.3,"2018-02","February"
"Greenport/Ronkonkoma",1,2018,91.6,78.9,91.6,78.9,"2018-01","January"
"Greenport/Ronkonkoma",12,2017,91.6,88.9,91.6,85.3,"2017-12","December"
"Greenport/Ronkonkoma",11,2017,91.6,89.2,91.6,87.8,"2017-11","November"
"Greenport/Ronkonkoma",10,2017,91.6,89.3,91.6,91.4,"2017-10","October"
"Greenport/Ronkonkoma",9,2017,91.6,89.1,91.6,90.8,"2017-09","September"
"Greenport/Ronkonkoma",8,2017,91.6,88.9,91.6,92.5,"2017-08","August"
"Greenport/Ronkonkoma",7,2017,91.6,88.4,91.6,91.3,"2017-07","July"
"Greenport/Ronkonkoma",6,2017,91.6,87.8,91.6,86,"2017-06","June"
"Greenport/Ronkonkoma",5,2017,91.6,88.2,91.6,85.8,"2017-05","May"
"Greenport/Ronkonkoma",4,2017,91.6,88.9,91.6,89.2,"2017-04","April"
"Greenport/Ronkonkoma",3,2017,91.6,88.8,91.6,88.7,"2017-03","March"
"Greenport/Ronkonkoma",2,2017,91.6,88.8,91.6,85.5,"2017-02","February"
"Greenport/Ronkonkoma",1,2017,91.6,91.7,91.6,91.7,"2017-01","January"
"Greenport/Ronkonkoma",12,2016,91.6,90.4,91.6,87.3,"2016-12","December"
"Greenport/Ronkonkoma",11,2016,91.6,90.7,91.6,87.5,"2016-11","November"
"Greenport/Ronkonkoma",10,2016,91.6,91,91.6,87,"2016-10","October"
"Greenport/Ronkonkoma",9,2016,91.6,91.5,91.6,92.4,"2016-09","September"
"Greenport/Ronkonkoma",8,2016,91.6,91.4,91.6,90.5,"2016-08","August"
"Greenport/Ronkonkoma",7,2016,91.6,91.5,91.6,87.6,"2016-07","July"
"Greenport/Ronkonkoma",6,2016,91.6,92.2,91.6,93.7,"2016-06","June"
"Greenport/Ronkonkoma",5,2016,91.6,91.9,91.6,93.6,"2016-05","May"
"Greenport/Ronkonkoma",4,2016,91.6,91.4,91.6,93.3,"2016-04","April"
"Greenport/Ronkonkoma",3,2016,91.6,90.8,91.6,93.4,"2016-03","March"
"Greenport/Ronkonkoma",2,2016,91.6,89.3,91.6,91,"2016-02","February"
"Greenport/Ronkonkoma",1,2016,91.6,87.6,91.6,87.6,"2016-01","January"
"Greenport/Ronkonkoma",12,2015,91.6,89.2,91.6,91,"2015-12","December"
"Greenport/Ronkonkoma",11,2015,91.6,89,91.6,91.7,"2015-11","November"
"Greenport/Ronkonkoma",10,2015,91.6,88.57,91.6,91.52,"2015-10","October"
"Greenport/Ronkonkoma",9,2015,91.6,88.4,91.6,86.8,"2015-09","September"
"Greenport/Ronkonkoma",8,2015,91.6,88.6,91.6,88.1,"2015-08","August"
"Greenport/Ronkonkoma",7,2015,91.6,88.7,91.6,90.1,"2015-07","July"
"Greenport/Ronkonkoma",6,2015,91.6,88.4,91.6,92.2,"2015-06","June"
"Greenport/Ronkonkoma",5,2015,91.6,87.6,91.6,93.1,"2015-05","May"
"Greenport/Ronkonkoma",4,2015,91.6,86.2,91.6,90.5,"2015-04","April"
"Greenport/Ronkonkoma",3,2015,91.6,84.73,91.6,83.19,"2015-03","March"
"Greenport/Ronkonkoma",2,2015,91.6,85.57,91.6,84.22,"2015-02","February"
"Greenport/Ronkonkoma",1,2015,91.6,86.8,91.6,86.8,"2015-01","January"
"Greenport/Ronkonkoma",12,2014,95.1,90.3,95.1,90.1,"2014-12","December"
"Greenport/Ronkonkoma",11,2014,95.1,90.3,95.1,89.8,"2014-11","November"
"Greenport/Ronkonkoma",10,2014,95.1,90.4,95.1,90.1,"2014-10","October"
"Greenport/Ronkonkoma",9,2014,95.1,90.4,95.1,93.1,"2014-09","September"
"Greenport/Ronkonkoma",8,2014,95.1,90.1,95.1,92.4,"2014-08","August"
"Greenport/Ronkonkoma",7,2014,95.1,89.7,95.1,93.3,"2014-07","July"
"Greenport/Ronkonkoma",6,2014,95.1,89.1,95.1,90.5,"2014-06","June"
"Greenport/Ronkonkoma",5,2014,95.1,88.8,95.1,90.3,"2014-05","May"
"Greenport/Ronkonkoma",4,2014,95.1,88.4,95.1,92.5,"2014-04","April"
"Greenport/Ronkonkoma",3,2014,95.1,87,95.1,90.6,"2014-03","March"
"Greenport/Ronkonkoma",2,2014,95.1,85.2,95.1,86.5,"2014-02","February"
"Greenport/Ronkonkoma",1,2014,95.1,83.9,95.1,83.9,"2014-01","January"
"Greenport/Ronkonkoma",12,2013,95.1,91.2,95.1,89.5,"2013-12","December"
"Greenport/Ronkonkoma",11,2013,95.1,91.3,95.1,89.3,"2013-11","November"
"Greenport/Ronkonkoma",10,2013,95.1,91.5,95.1,92.9,"2013-10","October"
"Greenport/Ronkonkoma",9,2013,95.1,91.4,95.1,92.5,"2013-09","September"
"Greenport/Ronkonkoma",8,2013,95.1,91.2,95.1,90.1,"2013-08","August"
"Greenport/Ronkonkoma",7,2013,95.1,91.4,95.1,93.5,"2013-07","July"
"Greenport/Ronkonkoma",6,2013,95.1,91,95.1,92.7,"2013-06","June"
"Greenport/Ronkonkoma",5,2013,95.1,90.7,95.1,92.9,"2013-05","May"
"Greenport/Ronkonkoma",4,2013,95.1,90.1,95.1,93.4,"2013-04","April"
"Greenport/Ronkonkoma",3,2013,95.1,88.9,95.1,89.7,"2013-03","March"
"Greenport/Ronkonkoma",2,2013,95.1,88.2,95.1,88,"2013-02","February"
"Greenport/Ronkonkoma",1,2013,95.1,88.4,95.1,88.4,"2013-01","January"
"Greenport/Ronkonkoma",12,2012,95.1,91.7,95.1,89.5,"2012-12","December"
"Greenport/Ronkonkoma",11,2012,95.1,91.9,95.1,83.4,"2012-11","November"
"Greenport/Ronkonkoma",10,2012,95.1,92.7,95.1,93.8,"2012-10","October"
"Greenport/Ronkonkoma",9,2012,95.1,92.6,95.1,93.2,"2012-09","September"
"Greenport/Ronkonkoma",8,2012,95.1,92.5,95.1,92.6,"2012-08","August"
"Greenport/Ronkonkoma",7,2012,95.1,92.5,95.1,87.8,"2012-07","July"
"Greenport/Ronkonkoma",6,2012,95.1,93.3,95.1,88.7,"2012-06","June"
"Greenport/Ronkonkoma",5,2012,95.1,94.2,95.1,92.8,"2012-05","May"
"Greenport/Ronkonkoma",4,2012,95.1,94.5,95.1,94,"2012-04","April"
"Greenport/Ronkonkoma",3,2012,95.1,94.7,95.1,93.7,"2012-03","March"
"Greenport/Ronkonkoma",2,2012,95.1,95.2,95.1,95,"2012-02","February"
"Greenport/Ronkonkoma",1,2012,95.1,95.3,95.1,95.3,"2012-01","January"
"Greenport/Ronkonkoma",12,2011,95.1,91.2,95.1,94.2,"2011-12","December"
"Greenport/Ronkonkoma",11,2011,95.1,90.9,95.1,91.4,"2011-11","November"
"Greenport/Ronkonkoma",10,2011,95.1,90.9,95.1,91.3,"2011-10","October"
"Greenport/Ronkonkoma",9,2011,95.1,90.8,95.1,87.1,"2011-09","September"
"Greenport/Ronkonkoma",8,2011,95.1,91.3,95.1,89.4,"2011-08","August"
"Greenport/Ronkonkoma",7,2011,95.1,91.5,95.1,92.2,"2011-07","July"
"Greenport/Ronkonkoma",6,2011,95.1,91.4,95.1,91.5,"2011-06","June"
"Greenport/Ronkonkoma",5,2011,95.1,91.4,95.1,91.5,"2011-05","May"
"Greenport/Ronkonkoma",4,2011,95.1,91.4,95.1,94.1,"2011-04","April"
"Greenport/Ronkonkoma",3,2011,95.1,90.5,95.1,92.4,"2011-03","March"
"Greenport/Ronkonkoma",2,2011,95.1,89.5,95.1,93.4,"2011-02","February"
"Greenport/Ronkonkoma",1,2011,95.1,86,95.1,86,"2011-01","January"
"Greenport/Ronkonkoma",12,2010,95.1,90.2,95.1,83.8,"2010-12","December"
"Greenport/Ronkonkoma",11,2010,95.1,90.7,95.1,92.3,"2010-11","November"
"Greenport/Ronkonkoma",10,2010,95.1,90.5,95.1,91.8,"2010-10","October"
"Greenport/Ronkonkoma",9,2010,95.1,90.4,95.1,90.7,"2010-09","September"
"Greenport/Ronkonkoma",8,2010,95.1,90.4,95.1,87.9,"2010-08","August"
"Greenport/Ronkonkoma",7,2010,95.1,90.7,95.1,89.9,"2010-07","July"
"Greenport/Ronkonkoma",6,2010,95.1,90.9,95.1,90.6,"2010-06","June"
"Greenport/Ronkonkoma",5,2010,95.1,90.9,95.1,90.9,"2010-05","May"
"Greenport/Ronkonkoma",4,2010,95.1,90.9,95.1,89.4,"2010-04","April"
"Greenport/Ronkonkoma",3,2010,95.1,91.4,95.1,88.5,"2010-03","March"
"Greenport/Ronkonkoma",2,2010,95.1,93,95.1,90.9,"2010-02","February"
"Greenport/Ronkonkoma",1,2010,95.1,95,95.1,95,"2010-01","January"
"Greenport/Ronkonkoma",12,2009,0,92.7,0,86.8,"2009-12","December"
"Greenport/Ronkonkoma",11,2009,0,93.3,0,92.7,"2009-11","November"
"Greenport/Ronkonkoma",10,2009,0,93.3,0,91.9,"2009-10","October"
"Greenport/Ronkonkoma",9,2009,0,93.5,0,94.6,"2009-09","September"
"Greenport/Ronkonkoma",8,2009,0,93.3,0,95.1,"2009-08","August"
"Greenport/Ronkonkoma",7,2009,0,93.1,0,92.3,"2009-07","July"
"Greenport/Ronkonkoma",6,2009,0,93.2,0,93,"2009-06","June"
"Greenport/Ronkonkoma",5,2009,0,93.3,0,94.2,"2009-05","May"
"Greenport/Ronkonkoma",4,2009,0,93,0,95.8,"2009-04","April"
"Greenport/Ronkonkoma",3,2009,0,92.1,0,92.7,"2009-03","March"
"Greenport/Ronkonkoma",2,2009,0,91.7,0,93.2,"2009-02","February"
"Greenport/Ronkonkoma",1,2009,0,90.3,0,90.3,"2009-01","January"
"Greenport/Ronkonkoma",12,2008,0,92.8,0,93.4,"2008-12","December"
"Greenport/Ronkonkoma",11,2008,0,92.8,0,89.2,"2008-11","November"
"Greenport/Ronkonkoma",10,2008,0,93.1,0,91.7,"2008-10","October"
"Greenport/Ronkonkoma",9,2008,0,93.3,0,93.4,"2008-09","September"
"Greenport/Ronkonkoma",8,2008,0,93.3,0,93.3,"2008-08","August"
"Greenport/Ronkonkoma",7,2008,0,93.3,0,91.9,"2008-07","July"
"Greenport/Ronkonkoma",6,2008,0,93.5,0,92.4,"2008-06","June"
"Greenport/Ronkonkoma",5,2008,0,93.7,0,94.7,"2008-05","May"
"Greenport/Ronkonkoma",4,2008,0,93.4,0,93.6,"2008-04","April"
"Greenport/Ronkonkoma",3,2008,0,93.4,0,92.6,"2008-03","March"
"Greenport/Ronkonkoma",2,2008,0,93.8,0,93.2,"2008-02","February"
"Greenport/Ronkonkoma",1,2008,0,94.3,0,94.3,"2008-01","January"
"West Hempstead",11,2018,95.8,93.9,95.8,90.5,"2018-11","November"
"West Hempstead",10,2018,95.8,94.2,95.8,96,"2018-10","October"
"West Hempstead",9,2018,95.8,94,95.8,97.3,"2018-09","September"
"West Hempstead",8,2018,95.8,93.6,95.8,94.5,"2018-08","August"
"West Hempstead",7,2018,95.8,93.4,95.8,95.7,"2018-07","July"
"West Hempstead",6,2018,95.8,93,95.8,96.3,"2018-06","June"
"West Hempstead",5,2018,95.8,92.4,95.8,95.9,"2018-05","May"
"West Hempstead",4,2018,95.8,91.5,95.8,96.1,"2018-04","April"
"West Hempstead",3,2018,95.8,90,95.8,90.3,"2018-03","March"
"West Hempstead",2,2018,95.8,89.8,95.8,94,"2018-02","February"
"West Hempstead",1,2018,95.8,86,95.8,86,"2018-01","January"
"West Hempstead",12,2017,95.8,94.9,95.8,93.5,"2017-12","December"
"West Hempstead",11,2017,95.8,95,95.8,95.2,"2017-11","November"
"West Hempstead",10,2017,95.8,95,95.8,95.5,"2017-10","October"
"West Hempstead",9,2017,95.8,94.9,95.8,96.7,"2017-09","September"
"West Hempstead",8,2017,95.8,94.7,95.8,96.6,"2017-08","August"
"West Hempstead",7,2017,95.8,94.4,95.8,94.6,"2017-07","July"
"West Hempstead",6,2017,95.8,94.4,95.8,95,"2017-06","June"
"West Hempstead",5,2017,95.8,94.2,95.8,94.6,"2017-05","May"
"West Hempstead",4,2017,95.8,94.1,95.8,94.9,"2017-04","April"
"West Hempstead",3,2017,95.8,93.9,95.8,94.6,"2017-03","March"
"West Hempstead",2,2017,95.8,93.5,95.8,92.2,"2017-02","February"
"West Hempstead",1,2017,95.8,94.7,95.8,94.7,"2017-01","January"
"West Hempstead",12,2016,95.8,96.4,95.8,95.1,"2016-12","December"
"West Hempstead",11,2016,95.8,96.5,95.8,96.1,"2016-11","November"
"West Hempstead",10,2016,95.8,96.5,95.8,97,"2016-10","October"
"West Hempstead",9,2016,95.8,96.5,95.8,97.9,"2016-09","September"
"West Hempstead",8,2016,95.8,96.3,95.8,97,"2016-08","August"
"West Hempstead",7,2016,95.8,96.2,95.8,93.5,"2016-07","July"
"West Hempstead",6,2016,95.8,96.7,95.8,97.3,"2016-06","June"
"West Hempstead",5,2016,95.8,96.5,95.8,98,"2016-05","May"
"West Hempstead",4,2016,95.8,96.1,95.8,96.8,"2016-04","April"
"West Hempstead",3,2016,95.8,95.9,95.8,97.7,"2016-03","March"
"West Hempstead",2,2016,95.8,95,95.8,95.3,"2016-02","February"
"West Hempstead",1,2016,95.8,94.8,95.8,94.8,"2016-01","January"
"West Hempstead",12,2015,95.8,95,95.8,95.4,"2015-12","December"
"West Hempstead",11,2015,95.8,94.9,95.8,93.5,"2015-11","November"
"West Hempstead",10,2015,95.8,94.68,95.8,94.9,"2015-10","October"
"West Hempstead",9,2015,95.8,95,95.8,95.3,"2015-09","September"
"West Hempstead",8,2015,95.8,95,95.8,95.6,"2015-08","August"
"West Hempstead",7,2015,95.8,94.9,95.8,95.2,"2015-07","July"
"West Hempstead",6,2015,95.8,94.8,95.8,94.4,"2015-06","June"
"West Hempstead",5,2015,95.8,94.9,95.8,95.5,"2015-05","May"
"West Hempstead",4,2015,95.8,94.8,95.8,96.9,"2015-04","April"
"West Hempstead",3,2015,95.8,94.04,95.8,95.5,"2015-03","March"
"West Hempstead",2,2015,95.8,93.25,95.8,92.62,"2015-02","February"
"West Hempstead",1,2015,95.8,93.8,95.8,93.8,"2015-01","January"
"West Hempstead",12,2014,95.1,94.3,95.1,90.1,"2014-12","December"
"West Hempstead",11,2014,95.1,94.7,95.1,94.9,"2014-11","November"
"West Hempstead",10,2014,95.1,94.7,95.1,94.4,"2014-10","October"
"West Hempstead",9,2014,95.1,94.8,95.1,94.6,"2014-09","September"
"West Hempstead",8,2014,95.1,94.8,95.1,95.6,"2014-08","August"
"West Hempstead",7,2014,95.1,94.7,95.1,95.8,"2014-07","July"
"West Hempstead",6,2014,95.1,94.5,95.1,94.8,"2014-06","June"
"West Hempstead",5,2014,95.1,94.5,95.1,94,"2014-05","May"
"West Hempstead",4,2014,95.1,94.6,95.1,96.1,"2014-04","April"
"West Hempstead",3,2014,95.1,94,95.1,94.9,"2014-03","March"
"West Hempstead",2,2014,95.1,93.5,95.1,95.8,"2014-02","February"
"West Hempstead",1,2014,95.1,91.2,95.1,91.2,"2014-01","January"
"West Hempstead",12,2013,95.1,95.2,95.1,94.4,"2013-12","December"
"West Hempstead",11,2013,95.1,95.3,95.1,93.7,"2013-11","November"
"West Hempstead",10,2013,95.1,95.4,95.1,96.1,"2013-10","October"
"West Hempstead",9,2013,95.1,95.3,95.1,94.5,"2013-09","September"
"West Hempstead",8,2013,95.1,95.4,95.1,94.4,"2013-08","August"
"West Hempstead",7,2013,95.1,95.6,95.1,94.5,"2013-07","July"
"West Hempstead",6,2013,95.1,95.8,95.1,97,"2013-06","June"
"West Hempstead",5,2013,95.1,95.5,95.1,96.1,"2013-05","May"
"West Hempstead",4,2013,95.1,95.4,95.1,96.2,"2013-04","April"
"West Hempstead",3,2013,95.1,95.1,95.1,94.6,"2013-03","March"
"West Hempstead",2,2013,95.1,95.3,95.1,93.5,"2013-02","February"
"West Hempstead",1,2013,95.1,96.8,95.1,96.8,"2013-01","January"
"West Hempstead",12,2012,95.1,95.9,95.1,94.2,"2012-12","December"
"West Hempstead",11,2012,95.1,96,95.1,84.7,"2012-11","November"
"West Hempstead",10,2012,95.1,96.9,95.1,95.8,"2012-10","October"
"West Hempstead",9,2012,95.1,97,95.1,97.2,"2012-09","September"
"West Hempstead",8,2012,95.1,96.9,95.1,95.4,"2012-08","August"
"West Hempstead",7,2012,95.1,97.2,95.1,96.7,"2012-07","July"
"West Hempstead",6,2012,95.1,97.3,95.1,96.4,"2012-06","June"
"West Hempstead",5,2012,95.1,97.5,95.1,97.6,"2012-05","May"
"West Hempstead",4,2012,95.1,97.4,95.1,97.8,"2012-04","April"
"West Hempstead",3,2012,95.1,97.3,95.1,97,"2012-03","March"
"West Hempstead",2,2012,95.1,97.5,95.1,97.5,"2012-02","February"
"West Hempstead",1,2012,95.1,97.5,95.1,97.5,"2012-01","January"
"West Hempstead",12,2011,95.1,96.3,95.1,97.6,"2011-12","December"
"West Hempstead",11,2011,95.1,96.2,95.1,97.5,"2011-11","November"
"West Hempstead",10,2011,95.1,96.1,95.1,97.6,"2011-10","October"
"West Hempstead",9,2011,95.1,95.9,95.1,94.1,"2011-09","September"
"West Hempstead",8,2011,95.1,96.1,95.1,96.4,"2011-08","August"
"West Hempstead",7,2011,95.1,96.1,95.1,94,"2011-07","July"
"West Hempstead",6,2011,95.1,96.4,95.1,96.8,"2011-06","June"
"West Hempstead",5,2011,95.1,96.3,95.1,95.5,"2011-05","May"
"West Hempstead",4,2011,95.1,96.5,95.1,97.5,"2011-04","April"
"West Hempstead",3,2011,95.1,96.2,95.1,98.1,"2011-03","March"
"West Hempstead",2,2011,95.1,95.1,95.1,97.9,"2011-02","February"
"West Hempstead",1,2011,95.1,92.5,95.1,92.5,"2011-01","January"
"West Hempstead",12,2010,95.1,96.2,95.1,95.4,"2010-12","December"
"West Hempstead",11,2010,95.1,95.3,95.1,97.9,"2010-11","November"
"West Hempstead",10,2010,95.1,95.1,95.1,98.3,"2010-10","October"
"West Hempstead",9,2010,95.1,94.8,95.1,96.4,"2010-09","September"
"West Hempstead",8,2010,95.1,94.6,95.1,77.6,"2010-08","August"
"West Hempstead",7,2010,95.1,97.1,95.1,95.8,"2010-07","July"
"West Hempstead",6,2010,95.1,97.3,95.1,97.8,"2010-06","June"
"West Hempstead",5,2010,95.1,97.2,95.1,96.2,"2010-05","May"
"West Hempstead",4,2010,95.1,97.5,95.1,96.1,"2010-04","April"
"West Hempstead",3,2010,95.1,98,95.1,97.4,"2010-03","March"
"West Hempstead",2,2010,95.1,98.3,95.1,97.8,"2010-02","February"
"West Hempstead",1,2010,95.1,98.7,95.1,98.7,"2010-01","January"
"West Hempstead",12,2009,0,97.7,0,97.1,"2009-12","December"
"West Hempstead",11,2009,0,97.8,0,97.3,"2009-11","November"
"West Hempstead",10,2009,0,97.8,0,97.8,"2009-10","October"
"West Hempstead",9,2009,0,97.8,0,97.7,"2009-09","September"
"West Hempstead",8,2009,0,97.8,0,98,"2009-08","August"
"West Hempstead",7,2009,0,97.8,0,97.8,"2009-07","July"
"West Hempstead",6,2009,0,97.8,0,98.3,"2009-06","June"
"West Hempstead",5,2009,0,97.7,0,98.1,"2009-05","May"
"West Hempstead",4,2009,0,97.6,0,98.6,"2009-04","April"
"West Hempstead",3,2009,0,97.2,0,95.4,"2009-03","March"
"West Hempstead",2,2009,0,98,0,98.2,"2009-02","February"
"West Hempstead",1,2009,0,97.9,0,97.9,"2009-01","January"
"West Hempstead",12,2008,0,97.5,0,98.3,"2008-12","December"
"West Hempstead",11,2008,0,97.4,0,96.4,"2008-11","November"
"West Hempstead",10,2008,0,97.6,0,96.9,"2008-10","October"
"West Hempstead",9,2008,0,97.6,0,97.7,"2008-09","September"
"West Hempstead",8,2008,0,97.6,0,98.3,"2008-08","August"
"West Hempstead",7,2008,0,97.5,0,96.7,"2008-07","July"
"West Hempstead",6,2008,0,97.6,0,98.1,"2008-06","June"
"West Hempstead",5,2008,0,97.6,0,98.4,"2008-05","May"
"West Hempstead",4,2008,0,97.3,0,97.4,"2008-04","April"
"West Hempstead",3,2008,0,97.3,0,97.2,"2008-03","March"
"West Hempstead",2,2008,0,97.4,0,96.6,"2008-02","February"
"West Hempstead",1,2008,0,98.2,0,98.2,"2008-01","January"
